timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-20T22:27:02,C7_vocab_from-medical_combined-on-medical_combined,92a5e5b1-6658-4eba-806e-9f48f1996edc,11281.678426265717,0.5438387686905765,4.8205483984051956e-05,42.5,374.0060000000001,94.25387907028198,0.13318519620349006,1.219143687060473,0.2899294344640239,1.6422583177279881,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
