timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-20T19:18:58,C6_vocab_from-medical-on-medical,514431a2-b85c-48ab-b27b-3e5eae3aaab3,34020.41313409805,1.5874141375418687,4.6660636697290184e-05,42.5,166.86,94.25387907028198,0.40162637163069526,3.516218457529856,0.8757525036187739,4.793597332779315,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
