timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-19T09:11:18,wmt_base,c6abb72d-bca1-4b0c-9d09-00367b34eb22,71296.34672021866,4.073262777727999,5.713143751547761e-05,42.5,275.5130000000001,94.25387907028198,0.8416857066046841,9.632152189464305,1.826406334627979,12.300244230696986,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
