timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-20T03:24:32,C3_vocab_from-medical-on-wmt,19e75acc-be39-498f-882e-d9bb97eb6253,14379.501221179962,0.9072367889155624,6.309236843203354e-05,42.5,365.47400000000005,94.25387907028198,0.16975657239837777,2.2020103187559985,0.36786339730914913,2.739630288463527,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
