timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-20T06:36:08,C4_vocab_from-wmt-on-medical,bd60ba37-39a2-4c8c-aef9-9dfbd10da4da,11493.323528051376,0.723936061387936,6.298753007526927e-05,42.5,369.688,94.25387907028198,0.13568381212088804,1.756420426954788,0.2940032743333362,2.186107513409016,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
