timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2025-07-19T23:24:50,C2_vocab_from-medical_combined-on-wmt,b5f3a102-7dcb-4b53-b4ae-fd447a373c42,18983.29707956314,1.1986572766627894,6.314273393283344e-05,42.5,334.499,94.25387907028198,0.22410635062555426,2.9101718926744082,0.4853697039111201,3.6196479472110754,Netherlands,NLD,nl,,,Linux-6.1.0-37-amd64-x86_64-with-glibc2.36,3.10.14,2.2.2,64,Intel(R) Xeon(R) Gold 6346 CPU @ 3.10GHz,2,2 x NVIDIA A40,,,251.34367752075195,machine,N
